ticker,as_of,current_revenue_ttm,current_market_cap,current_ps,hist_median_ps,hist_p75_ps,hist_p90_ps,forward_revenue_estimate,forward_revenue_growth,forward_ps,required_revenue,required_growth,growth_gap,years_to_normalise,expectations_burden_score,expectations_classification,plain_explanation,target_multiple_value,target_multiple_label,valuation_anchor_confidence,valuation_anchor_observation_count,revenue_data_cadence,gross_margin,operating_margin,net_margin,net_debt_to_ebitda,interest_coverage,free_cash_flow_ttm,fcf_margin,cash_conversion,quality_flag,revenue_currency,price_currency,fx_rate_applied,currency_note,revenue_cagr_3y,revenue_cagr_5y,roic,share_count_cagr_3y,buybacks_ttm,dividends_ttm,acquisitions_ttm,price_return_6m,benchmark_symbol,benchmark_return_6m,relative_strength_6m,eps_revisions_up_30d,eps_revisions_down_30d,owner_earnings_ttm,owner_earnings_yield,maintenance_capex_ttm,owner_earnings_method,price_cagr_3y,market_cap_cagr_3y,multiple_expansion_gap_3y,anti_bubble_flag,anti_bubble_note,section,section_target_pct,layer,portfolio_weight,thesis
BABAF,2026-08-15T10:40:27.912342+00:00,151837019733.8,306128715776.0,2.01616652060679,1.9700718241171418,2.4393133910684783,2.8542411271325596,186597854196.69626,0.2289351735422549,1.6405800436124203,155389621854.61792,0.02339747004417192,-0.20553770349808298,0.11219093123419864,0.0,Forward Expectations Manageable,Needs 2% growth to look fairly valued by its own history; analysts expect 23% -- the bar is comfortably cleared if the forecast is anywhere close to right.,1.9700718241171418,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,CNY,USD,0.14832614,Revenue converted from CNY to USD at 0.1483 to match the share price currency.,0.05624715260175872,,0.037825944921291585,-0.03265085327956063,,,,-0.11795581126437926,^GSPC,0.13773333623500394,-0.2556891474993832,,,,,,,,,,Insufficient data,,EM,0.07,Layer 3: Other EM / China / LatAm,0.0019090909090909093,"Resource-rich EM plus China value: iron ore, Indonesian telecom, Chinese cash traps, LatAm energy; proxy vehicles as satellites."
0941.HK,2026-08-15T10:40:27.912342+00:00,1221997593200.0,1775940141056.0,1.453309033453504,1.0806744967954298,1.2119391516046882,1.268371160919696,1245067750850.316,0.0188790532638472,1.4263803233543926,1643362683511.3357,0.34481662865466256,0.32593757539081536,15.840067768443333,94.52490057178919,Forward Expectations Stretched,"Needs 34% growth to look fairly valued by its own history, but analysts only expect 2% -- the price is asking for more growth than is currently forecast.",1.0806744967954298,Historical Median Tactical Anchor,low,4,annual,0.5822743949410915,0.15024276628828961,0.13054341750564424,0.010656471162450176,49.570530945648756,75968000000.0,0.0723375932095903,0.5541267004631825,Solid,CNY,HKD,1.1636,Revenue converted from CNY to HKD at 1.164 to match the share price currency.,0.03864947562255727,,0.0861007103855191,0.0043775407979604886,0.0,103410000000.0,3147000000.0,0.07451698751599123,^HSI,-0.05950323696866067,0.1340202244846519,1.0,1.0,201522720400.0,0.11347382478790735,182628183600.0,Net income + D&A - maintenance capex,0.14514356657833205,0.15015647926055076,0.11150700363799348,Mild multiple expansion,Market cap has grown somewhat faster than revenue over the last 3 years.,EM,0.07,Layer 3: Other EM / China / LatAm,0.0019090909090909093,"Resource-rich EM plus China value: iron ore, Indonesian telecom, Chinese cash traps, LatAm energy; proxy vehicles as satellites."
CSUAY,2026-08-15T10:40:27.912342+00:00,43054776983.94,119074988032.0,2.7656626366086283,0.29178594721426093,0.36364477594757505,0.418520182426267,49690782265.2581,0.15412936138987354,2.396319450081443,408090208486.162,8.478395594486182,8.324266233096308,15.68938777957194,98.18209283027429,Forward Expectations Stretched,"Needs 848% growth to look fairly valued by its own history, but analysts only expect 15% -- the price is asking for more growth than is currently forecast.",0.29178594721426093,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,CNY,USD,0.14832614,Revenue converted from CNY to USD at 0.1483 to match the share price currency.,-0.05051267911068136,,0.16218320255626567,0.0,,,,0.012784894473754305,^GSPC,0.13773333623500394,-0.12494844176124964,,,,,,,,,,Insufficient data,,EM,0.07,Layer 3: Other EM / China / LatAm,0.0019090909090909093,"Resource-rich EM plus China value: iron ore, Indonesian telecom, Chinese cash traps, LatAm energy; proxy vehicles as satellites."
0883.HK,2026-08-15T10:40:27.912342+00:00,466510512000.0,1132163497984.0,2.426876713088943,1.652709358076065,1.652709358076065,1.652709358076065,524234903070.224,0.12373652808540347,2.159649217084542,685034844421.7455,0.4684231690404985,0.34468664095509505,3.293257292167999,73.58445605095474,Forward Expectations Stretched,"Needs 47% growth to look fairly valued by its own history, but analysts only expect 12% -- the price is asking for more growth than is currently forecast.",1.652709358076065,Historical Median Tactical Anchor,low,1,quarterly,,,,,,,,,Insufficient data,CNY,HKD,1.1636,Revenue converted from CNY to HKD at 1.164 to match the share price currency.,-0.02694423876149865,,0.1572768569258744,-0.00025801978985995344,,,,-0.038553285425773964,^HSI,-0.05950323696866067,0.020949951542886702,0.0,3.0,,,,,,,,Insufficient data,,EM,0.07,Layer 3: Other EM / China / LatAm,0.0019090909090909093,"Resource-rich EM plus China value: iron ore, Indonesian telecom, Chinese cash traps, LatAm energy; proxy vehicles as satellites."
YPF,2026-08-15T10:40:27.912342+00:00,12619159.521900002,19623356416.0,1555.044643182814,1018.4819657769783,1151.206686814567,1303.3577472803372,20121993570.817486,1593.5589352362686,0.9752192965839802,19267259.58375685,0.5268258991670054,-1593.0321093371015,0.05738686993944877,0.0,Forward Expectations Manageable,Needs 53% growth to look fairly valued by its own history; analysts expect 159356% -- the bar is comfortably cleared if the forecast is anywhere close to right.,1018.4819657769783,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,ARS,USD,0.0006722689,Revenue converted from ARS to USD at 0.0006723 to match the share price currency.,-0.0027738639165714174,,0.03874863310036609,-0.0007651430172422868,,,,0.3523372468768904,^GSPC,0.13773333623500394,0.21460391064188644,2.0,0.0,,,,,,,,Insufficient data,,EM,0.07,Layer 3: Other EM / China / LatAm,0.0019090909090909093,"Resource-rich EM plus China value: iron ore, Indonesian telecom, Chinese cash traps, LatAm energy; proxy vehicles as satellites."
INDO,2026-08-15T10:40:27.912342+00:00,2012543.0,45852784.0,22.783505246844417,20.920079835220946,25.346829990045546,27.845643337298256,0.0,,,2191807.314368011,0.08907353252477646,,,,Insufficient data,"No analyst forward revenue estimate available -- would need 9% growth to look fairly valued by its own history, but there's no forecast to check that against.",20.920079835220946,Historical Median Tactical Anchor,low,4,annual,-0.5589271881395826,-2.683451732459878,-2.534010453441243,1.1005860418345685,,-5479543.0,-2.7226961113377453,1.0744612784214298,"Caution: unprofitable, cash burning",USD,USD,1.0,,-0.21099668288805784,,-0.2838015269673861,0.13900345073041254,,,,-0.2568578930220059,^GSPC,0.13773333623500394,-0.39459122925700985,,,-3946535.0,-0.0860696920823826,44691.0,Net income + D&A - maintenance capex,-0.10593074065163588,0.018347971589770973,0.2293446544778288,Elevated multiple expansion,"Market cap growth is outpacing revenue growth, but the current multiple is not at an extreme historical level.",EM,0.07,Layer 3: Other EM / China / LatAm,0.0019090909090909093,"Resource-rich EM plus China value: iron ore, Indonesian telecom, Chinese cash traps, LatAm energy; proxy vehicles as satellites."
KAP.IL,2026-08-15T10:40:27.912342+00:00,3756496213.8848004,18881189017.6,5.026276599936705,3.848516245246148,4.23426812832588,4.886431214740291,4391585439.6640005,0.16906425286195592,4.299401497934785,4906095704.006148,0.3060297214921144,0.13696546863015846,1.709254533467076,44.75560999838629,Forward Expectations Elevated,"Needs 31% growth to look fairly valued; analysts expect 17% -- covers part of what's required, but the price still leans on the forecast coming through.",3.848516245246148,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,KZT,USD,0.0021553582,Revenue converted from KZT to USD at 0.002155 to match the share price currency.,0.21665213532725036,,0.28299827310486325,0.0,,,,-0.07500788353099597,^GSPC,0.13773333623500394,-0.2127412197659999,,,,,,,,,,Insufficient data,,EM,0.07,Layer 3: Other EM / China / LatAm,0.0019090909090909093,"Resource-rich EM plus China value: iron ore, Indonesian telecom, Chinese cash traps, LatAm energy; proxy vehicles as satellites."
NVO,2026-08-15T10:40:27.912342+00:00,51005775375.520004,201050980352.0,3.9417297133864087,3.686081275762725,4.044926107695938,4.36777045137889,47149749280.92036,-0.07559979367454783,4.264094367800963,54543284673.070175,0.06935507345013292,0.14495486712468075,,100.0,Forward Expectations Stretched,"Needs 7% growth to look fairly valued by its own history, but analysts only expect -8% -- the price is asking for more growth than is currently forecast.",3.686081275762725,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,DKK,USD,0.15482992,Revenue converted from DKK to USD at 0.1548 to match the share price currency.,0.2042851902310494,,0.33554021354927066,-0.004189614448692369,,,,-0.03639842799610671,^GSPC,0.13773333623500394,-0.17413176423111065,4.0,1.0,,,,,,,,Insufficient data,,Business & Futuristic Overlay,0.06,"Health, Biotech & Longevity",0.018,"Metabolic healthcare, oncology and rare disease therapeutics, robotic-assisted surgery, and life-sciences tools/reagents."
AZN,2026-08-15T10:40:27.912342+00:00,61366000000.0,242636095488.0,3.9539174052080956,4.651463021184295,4.931971492364567,5.1057633500805615,66854208260.0,0.08943402307466686,3.6293316726506397,52163393406.107994,-0.14996262741407307,-0.23939665048873993,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 9% forecast growth would be upside on top of an already-fair price.,4.651463021184295,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.09818214247884915,,0.15250295665217303,0.00020651088011169882,,,,-0.2453645197990938,^GSPC,0.13773333623500394,-0.38309785603409774,0.0,3.0,,,,,,,,Insufficient data,,Business & Futuristic Overlay,0.06,"Health, Biotech & Longevity",0.012,"Metabolic healthcare, oncology and rare disease therapeutics, robotic-assisted surgery, and life-sciences tools/reagents."
ISRG,2026-08-15T10:40:27.912342+00:00,11034400000.0,141344276480.0,12.80942112665845,16.386632492371803,19.4834582827293,19.785491890147032,13249549360.0,0.2007494163706227,10.667855384328332,8625584087.87148,-0.21830057929099167,-0.4190499956616144,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 20% forecast growth would be upside on top of an already-fair price.,16.386632492371803,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.17386716793068868,,0.17594334912682336,0.004833740166297007,,,,-0.20034457305175712,^GSPC,0.13773333623500394,-0.33807790928676107,25.0,0.0,,,,,,,,Insufficient data,,Business & Futuristic Overlay,0.06,"Health, Biotech & Longevity",0.012,"Metabolic healthcare, oncology and rare disease therapeutics, robotic-assisted surgery, and life-sciences tools/reagents."
TMO,2026-08-15T10:40:27.912342+00:00,46336000000.0,217518620672.0,4.694376309392265,4.176893134637071,4.558178431653962,4.791687669935954,50323327540.0,0.08605247626035917,4.322421256803878,52076654503.85053,0.1238918876003654,0.037839411340006235,1.4148783867808097,30.54228333501848,Forward Expectations Elevated,"Needs 12% growth to look fairly valued; analysts expect 9% -- covers part of what's required, but the price still leans on the forecast coming through.",4.176893134637071,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,-0.0026639607700198464,,0.09046263222838728,-0.012349028654067284,,,,0.175186645471906,^GSPC,0.13773333623500394,0.037453309236902044,22.0,0.0,,,,,,,,Insufficient data,,Business & Futuristic Overlay,0.06,"Health, Biotech & Longevity",0.009,"Metabolic healthcare, oncology and rare disease therapeutics, robotic-assisted surgery, and life-sciences tools/reagents."
RHHBY,2026-08-15T10:40:27.912342+00:00,77928659278.8,347517419520.0,4.459430237041688,2.411184331752719,2.7741387898991756,3.3522338401385716,80530365674.60379,0.03338574562788055,4.3153587669550815,144127271790.69937,0.8494771130998822,0.8160913674720016,18.72389733244302,96.06984754350233,Forward Expectations Stretched,"Needs 85% growth to look fairly valued by its own history, but analysts only expect 3% -- the price is asking for more growth than is currently forecast.",2.411184331752719,Historical Median Tactical Anchor,low,4,annual,0.7372782372624535,0.2916219458299135,0.20329566260496243,1.2720110573600554,13.726597325408617,13073000000.0,0.2063419407790896,1.0149844720496894,Solid,CHF,USD,1.2300123,Revenue converted from CHF to USD at 1.23 to match the share price currency.,-0.012607506839578675,,0.24459680938157774,-0.0014883335638746775,0.0,7731000000.0,895000000.0,-0.06413680069357686,^GSPC,0.13773333623500394,-0.2018701369285808,1.0,1.0,15842558424.0,0.045587810953137686,4164821647.8,Net income + D&A - maintenance capex,0.17084132280597397,0.16909872036727047,0.18170622720684915,Elevated multiple expansion,Market cap has grown somewhat faster than revenue over the last 3 years.,Business & Futuristic Overlay,0.06,"Health, Biotech & Longevity",0.009,"Metabolic healthcare, oncology and rare disease therapeutics, robotic-assisted surgery, and life-sciences tools/reagents."
MSTR,2026-08-15T10:40:27.912342+00:00,498347000.0,36641271808.0,73.52561931345026,126.24434159368361,270.5287252883333,306.2663110962662,512085380.0,0.027567899475666513,71.55305196957586,290240903.83337444,-0.4175927539779021,-0.4451606534535686,0.0,0.0,Forward Expectations Manageable,Already trades at or below its historical valuation norm (needs 0% growth) -- 3% forecast growth would be upside on top of an already-fair price.,126.24434159368361,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,-0.014930804375807294,,-0.0005672053771406235,0.3928326906050654,,,,-0.2769099072080139,^GSPC,0.13773333623500394,-0.41464324344301784,0.0,4.0,,,,,,,,Insufficient data,,BTC,0.25,Equity Satellites (capped),0.0125,High-volatility BTC expressions; trim into NAV-premium strength.
RIOT,2026-08-15T10:40:27.912342+00:00,653267000.0,7135548416.0,10.922866784943981,7.38722417520718,8.572412109841155,10.066123568015628,806134200.0,0.23400416674958335,8.851563940594506,965930943.3099583,0.47861585432902376,0.2446116875794404,1.8600704575552571,51.10814557582175,Forward Expectations Elevated,"Needs 48% growth to look fairly valued; analysts expect 23% -- covers part of what's required, but the price still leans on the forecast coming through.",7.38722417520718,Historical Median Tactical Anchor,low,5,quarterly,,,,,,,,,Insufficient data,USD,USD,1.0,,0.3568648424628573,,-0.13686114825823448,0.30354875824689587,,,,0.2979522105650452,^GSPC,0.13773333623500394,0.16021887433004123,0.0,1.0,,,,,,,,Insufficient data,,BTC,0.25,Equity Satellites (capped),0.0125,High-volatility BTC expressions; trim into NAV-premium strength.
